Page,Section,Role,Item,Calories,Fat_g,SatFat_g,TransFat_g,Chol_mg,Sodium_mg,Carbs_g,Fiber_g,Sugars_g,Protein_g,Allergens
6,Toddle House Omelet Breakfasts,choice,Grits,90,3,1,0,0,300,16,1,0,3,"Egg, Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
6,Toddle House Omelet Breakfasts,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
6,Toddle House Omelet Breakfasts,main,Cheesesteak Omelet Breakfast: 2 Egg Cheesesteak Omelet,410,30,12,1,413,976,4,0,3,33,"Milk, Egg, Soy."
6,Toddle House Omelet Breakfasts,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,choice,Grits,90,3,1,0,0,300,16,1,0,3,"Egg, Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
6,Toddle House Omelet Breakfasts,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
6,Toddle House Omelet Breakfasts,main,Fiesta Omelet Breakfast: 2 Egg Fiesta Omelet,380,26,10,1,388,1696,13,1,6,26,"Milk, Egg, Soy."
6,Toddle House Omelet Breakfasts,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,choice,Grits,90,3,1,0,0,300,16,1,0,3,"Egg, Milk, Soy, Wheat."
6,Toddle House Omelet Breakfasts,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
6,Toddle House Omelet Breakfasts,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
7,Toddle House Omelet Breakfasts,main,2 Egg Omelet,180,14,4,1,338,176,2,0,2,12,"Egg, Soy."
7,Toddle House Omelet Breakfasts,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
7,Toddle House Omelet Breakfasts,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
7,Toddle House Omelet Breakfasts,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
7,Toddle House Omelet Breakfasts,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
7,Toddle House Omelet Breakfasts,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
7,Toddle House Omelet Breakfasts,choice,Grits,90,3,1,0,0,300,16,1,0,3,"Egg, Milk, Soy, Wheat."
7,Toddle House Omelet Breakfasts,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
7,Toddle House Omelet Breakfasts,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
7,Toddle House Omelet Breakfasts,main,Meats:Bacon,90,8,3,0,20,250,0,0,0,6,
7,Toddle House Omelet Breakfasts,main,Sausage,130,12,4,0,25,255,1,0,0,5,
7,Toddle House Omelet Breakfasts,main,Chicken Sausage,90,7,2,0,38,350,0,0,0,7,
7,Toddle House Omelet Breakfasts,main,Grilled Chicken,130,1,0,0,80,930,2,0,0,29,
7,Toddle House Omelet Breakfasts,main,Cheesesteak,130,7,3,0,50,300,0,0,0,16,Soy.
7,Toddle House Omelet Breakfasts,main,Sautéed Onions,15,0,0,0,0,0,3,1,1,0,
7,Toddle House Omelet Breakfasts,main,Melted American Cheese,100,9,5,0,25,500,2,0,1,5,"Milk, Soy."
7,Toddle House Omelet Breakfasts,main,Hickory Smoked Ham,70,3,1,0,25,630,2,0,1,9,
7,Toddle House Omelet Breakfasts,main,Grilled Tomatoes,5,0,0,0,0,0,2,0,1,0,
7,Toddle House Omelet Breakfasts,main,Jalapeno Peppers,10,0,0,0,0,390,2,0,0,0,
7,Toddle House Omelet Breakfasts,main,Grilled Mushrooms,10,0,0,0,0,140,2,1,1,1,
7,Toddle House Omelet Breakfasts,main,Grilled Chicken,130,1,0,0,80,930,2,0,0,29,
7,LUNCH/DINNER HASHBROWN BOWLS,main,Cheesesteak Melt Hashbrown Bowl,625,30,13,0,75,1280,63,7,2,27,
7,LUNCH/DINNER HASHBROWN BOWLS,includes,Large Hashbrowns,380,14,5,0,0,480,58,6,0,6,Soy.
7,LUNCH/DINNER HASHBROWN BOWLS,main,Cheesesteak,130,7,3,0,50,300,0,0,0,16,Soy.
7,LUNCH/DINNER HASHBROWN BOWLS,main,Grilled Onions,15,0,0,0,0,0,3,1,1,0,
7,LUNCH/DINNER HASHBROWN BOWLS,main,American Cheese (2 Slices),100,9,5,0,25,500,2,0,1,5,"Milk, Soy."
7,LUNCH/DINNER HASHBROWN BOWLS,main,Chicken Melt Hashbrown Bowl,625,24,10,0,105,1910,65,7,2,40,
7,LUNCH/DINNER HASHBROWN BOWLS,includes,Large Hashbrowns,380,14,5,0,0,480,58,6,0,6,Soy.
7,LUNCH/DINNER HASHBROWN BOWLS,main,Grilled Chicken,130,1,0,0,80,930,2,0,0,29,
7,LUNCH/DINNER HASHBROWN BOWLS,main,Grilled Onions,15,0,0,0,0,0,3,1,1,0,
7,LUNCH/DINNER HASHBROWN BOWLS,main,American Cheese (2 Slices),100,9,5,0,25,500,2,0,1,5,"Milk, Soy."
8,CLASSIC DINNERS,main,Chicken Filet ( 1),130,1,0,0,80,930,2,0,0,29,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Grits,90,3,1,0,0,300,16,1,0,1,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
8,CLASSIC DINNERS,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
8,CLASSIC DINNERS,main,Chicken Filet (2),260,2,0,0,160,1860,4,0,0,58,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Grits,90,3,1,0,0,300,16,1,0,1,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
8,CLASSIC DINNERS,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
8,CLASSIC DINNERS,main,Country Ham (1),190,9,3,0,95,2110,1,0,1,25,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Grits,90,3,1,0,0,300,16,1,0,1,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
8,CLASSIC DINNERS,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
8,CLASSIC DINNERS,main,Pork Chops (2),340,14,5,0,140,1040,0,0,0,52,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Grits,90,3,1,0,0,300,16,1,0,1,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
8,CLASSIC DINNERS,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
8,CLASSIC DINNERS,main,Pork Chops (3),510,21,8,0,210,1560,0,0,0,78,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
8,CLASSIC DINNERS,choice,Grits,90,3,1,0,0,300,16,1,0,1,"Egg, Milk, Soy, Wheat."
8,CLASSIC DINNERS,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
8,CLASSIC DINNERS,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
9,USDA CHOICE STEAK DINNERS,main,T-Bone Steak (1),420,29,11,0,115,260,0,0,0,37,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,choice,Grits,90,3,1,0,0,300,16,1,0,1,"Egg, Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
9,USDA CHOICE STEAK DINNERS,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
9,USDA CHOICE STEAK DINNERS,main,Delmonico Steak (1),300,14,5,1,135,460,0,0,0,41,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,White Toast - 2 Slices,130,2,0,0,0,260,25,1,3,4,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Wheat Toast - 2 Slices,120,2,0,0,0,250,26,4,2,6,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,choice,Raisin Toast - 2 Slices,220,3,0,0,0,280,42,2,16,6,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Grilled Biscuit,300,15,9,0,0,800,34,1,2,5,"Egg, Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Texas Toast - 1 Slice,100,1,0,0,0,190,19,1,2,3,"Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,choice,Grits,90,3,1,0,0,300,16,1,0,1,"Egg, Milk, Soy, Wheat."
9,USDA CHOICE STEAK DINNERS,main,Hashbrowns,190,7,3,0,0,240,29,3,0,3,Soy.
9,USDA CHOICE STEAK DINNERS,main,Sliced Tomatoes,10,0,0,0,0,0,2,1,2,1,
9,Texas Melts,main,Texas Grilled Chicken Melt,445,12,5,0,105,1810,45,3,6,40,"Milk, Soy, Wheat."
9,Texas Melts,main,Texas Cheesesteak™ Melt,445,18,8,0,75,1180,43,3,6,27,"Milk, Soy, Wheat."
9,Texas Melts,main,Texas Angus Patty Melt,535,28,12,1,85,935,43,3,6,26,"Milk, Soy, Wheat."
9,Texas Melts,main,Add Bacon (2 slices),90,8,3,0,20,250,0,0,0,6,
9,REGULAR BERT'S CHILI,main,Regular Bert's Chili™ (4 oz),110,4,1,0,10,520,11,4,1,9,"Milk, Soy, Wheat."
9,REGULAR BERT'S CHILI,main,Large Bert's Chili™ (8 oz),220,7,2,0,20,1040,22,8,2,18,"Milk, Soy, Wheat."
9,REGULAR BERT'S CHILI,main,Bert's Chili™ as a Topping (2 oz),55,2,1,0,5,260,6,2,1,5,"Milk, Soy, Wheat."
9,100% Angus Beef Hamburgers,main,Angus 1/4 LB Hamburger Deluxe,370,19,7,1,60,295,30,2,5,19,"Milk, Soy, Wheat."
9,100% Angus Beef Hamburgers,main,Angus 1/4 LB Cheeseburger Deluxe,420,23,10,1,73,545,31,2,6,22,"Milk, Soy, Wheat."
9,100% Angus Beef Hamburgers,main,Double Angus 1/4 LB Cheeseburger Deluxe,690,45,19,2,145,850,32,2,6,39,"Milk, Soy, Wheat."
9,100% Angus Beef Hamburgers,main,Angus Patty,220,17,7,1,60,55,0,0,0,15,
9,100% Angus Beef Hamburgers,main,Bun,130,2,0,0,0,240,25,1,3,4,
9,100% Angus Beef Hamburgers,main,Add Bacon (2 slices),90,8,3,0,20,250,0,0,0,6,
10,Sandwiches,main,Grilled Chicken Sandwich Deluxe,280,3,0,0,80,1170,32,2,5,33,"Milk, Soy, Wheat,"
10,Sandwiches,main,Grilled Chicken Bacon Cheese Sandwich Deluxe,420,15,6,0,113,1670,33,2,6,42,"Milk, Soy, Wheat,"
10,Sandwiches,main,Grilled Cheese Sandwich,230,11,5,0,25,760,27,1,4,9,"Milk, Soy, Wheat."
10,Sandwiches,main,Waffle Sandwich (Ham and Cheese on Wheat),270,9,3,0,53,1350,34,4,9,23,"Milk, Soy, Wheat."
10,Sandwiches,main,Ham & Cheese Sandwich (Lettuce & Tomato),285,9,3,0,53,1360,35,1,11,21,"Milk, Soy, Wheat."
10,Sandwiches,main,BLT Sandwich,275,14,5,0,30,635,27,1,4,13,Soy Wheat.
10,Sandwiches,main,Texas Bacon Lover's BLT Sandwich (5 bacon slices),435,22,8,0,50,1005,40,2,5,21,"Milk, Soy, Wheat."
10,Pies,main,Regular Slice Southern Pecan Pie,510,26,8,0,65,610,66,1,28,4,"Egg, Milk, Soy, Tree Nuts, Wheat."
10,Pies,main,Small Slice Southern Pecan Pie,255,13,4,0,33,305,33,1,14,2,"Egg, Milk, Soy, Tree Nuts, Wheat."
10,Pies,main,Regular Slice Triple Chocolate Pie,490,25,15,0,63,270,59,1,39,2,"Milk, Soy, Wheat."
10,Pies,main,Small Slice Triple Chocolate Pie,245,13,8,0,31,135,30,1,20,1,"Milk, Soy, Wheat."
10,Beverages,main,Coffee,5,0,0,0,0,0,1,0,0,0,
10,Beverages,main,Dark Roast Coffee,5,0,0,0,0,0,1,0,0,0,
10,Beverages,main,Coffee - Decaf,5,0,0,0,0,0,1,0,0,0,
10,Beverages,main,Coca-Cola®,160,0,0,0,0,35,44,0,44,0,
10,Beverages,main,Diet Coke®,0,0,0,0,0,50,0,0,0,0,
10,Beverages,main,Sprite®,160,0,0,0,0,70,42,0,42,0,
10,Beverages,main,Pibb-Xtra®,150,0,0,0,0,60,42,0,42,0,
10,Beverages,main,Barq's Root Beer®,180,0,0,0,0,75,50,0,50,0,
10,Beverages,main,Hi-C® Fruit Punch,170,0,0,0,0,55,46,0,45,0,
10,Beverages,main,Simply Lemonade,160,0,0,0,0,30,41,0,39,0,
10,Beverages,main,Alice's Iced Tea™ - Unsweet,0,0,0,0,0,0,0,0,0,0,
10,Beverages,main,Alice's Iced Tea™ - Sweet,70,0,0,0,0,0,17,0,17,0,
10,Beverages,main,Alice's Iced Tea-Monade,140,0,0,0,0,0,36,0,35,0,
10,Beverages,main,Simply Orange Juice,160,0,0,0,0,0,37,0,33,2,
10,Beverages,main,Simply Apple Juice,160,0,0,0,0,5,43,0,40,0,
10,Beverages,main,Honest Kids Apple Juice,35,0,0,0,0,15,9,0,8,0,
10,Beverages,main,Regular Milk,130,5,4,0,20,125,13,0,13,9,Milk.
10,Beverages,main,Large Milk,250,10,6,0,40,230,24,0,24,16,Milk.
10,Beverages,main,Large Chocolate Milk,440,16,10,0,70,360,58,0,54,16,Milk.
10,Beverages,main,Regular Chocolate Milk,230,9,5,0,35,190,31,0,29,9,Milk.
10,Beverages,main,Hot Tea,5,0,0,0,0,0,0,0,0,0,
